path,type,license,license_confidence,source_url,chosen_path,roblox_import_notes,verification
Res/AnimController/Run_Dummy/Run_SE.anim,animation,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/AnimController/Run_Dummy/Run_SW.anim,animation,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/AnimController/Run_Dummy/Run_W.anim,animation,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Audio/AA.wav,audio,Unity-EULA,low,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"SFX not covered by publisher disclosure (it names ThirdPartyResources/Audio only); no source located; treat as BizachiCode-original. embed only, no standalone redistribution; upload Restricted. audio <20MB, <7min, <=48kHz; private upload; ID-verified quota 2000/30d",unverified
Res/Audio/Ambient/AudioClip_Background-Ambient.wav,audio,Unity-EULA,low,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"34.5MB ambience EXCEEDS Roblox 20MB limit - recompress/replace; source not located. embed only, no standalone redistribution; upload Restricted. audio <20MB, <7min, <=48kHz; private upload; ID-verified quota 2000/30d",unverified
Res/Audio/Ambient/at-the-park-afternoon- XtremeFreddy.wav,audio,Pixabay-Content,high,https://pixabay.com/music/sneaky-at-the-park-afternoon-193011/,A,"'At the Park (Afternoon)' by XtremeFreddy, Pixabay Music (Pixabay Content License: free commercial use, no standalone redistribution). audio <20MB, <7min, <=48kHz; private upload; ID-verified quota 2000/30d",verified
Res/Audio/AudioClip_Purchase-Cha-Ching.wav,audio,Unity-EULA,low,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"SFX not covered by publisher disclosure (it names ThirdPartyResources/Audio only); no source located; treat as BizachiCode-original. embed only, no standalone redistribution; upload Restricted. audio <20MB, <7min, <=48kHz; private upload; ID-verified quota 2000/30d",unverified
Res/Audio/BackCancelSound.wav,audio,Unity-EULA,low,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"SFX not covered by publisher disclosure (it names ThirdPartyResources/Audio only); no source located; treat as BizachiCode-original. embed only, no standalone redistribution; upload Restricted. audio <20MB, <7min, <=48kHz; private upload; ID-verified quota 2000/30d",unverified
Res/Audio/Click.wav,audio,Unity-EULA,low,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"SFX not covered by publisher disclosure (it names ThirdPartyResources/Audio only); no source located; treat as BizachiCode-original. embed only, no standalone redistribution; upload Restricted. audio <20MB, <7min, <=48kHz; private upload; ID-verified quota 2000/30d",unverified
Res/Audio/Launch.wav,audio,Unity-EULA,low,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"SFX not covered by publisher disclosure (it names ThirdPartyResources/Audio only); no source located; treat as BizachiCode-original. embed only, no standalone redistribution; upload Restricted. audio <20MB, <7min, <=48kHz; private upload; ID-verified quota 2000/30d",unverified
Res/Audio/Music/AudioClip_Fanfares_Defeat.wav,audio,Unity-EULA,low,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"SFX not covered by publisher disclosure (it names ThirdPartyResources/Audio only); no source located; treat as BizachiCode-original. embed only, no standalone redistribution; upload Restricted. audio <20MB, <7min, <=48kHz; private upload; ID-verified quota 2000/30d",unverified
Res/Audio/Music/AudioClip_Fanfares_Victory.wav,audio,Unity-EULA,low,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"SFX not covered by publisher disclosure (it names ThirdPartyResources/Audio only); no source located; treat as BizachiCode-original. embed only, no standalone redistribution; upload Restricted. audio <20MB, <7min, <=48kHz; private upload; ID-verified quota 2000/30d",unverified
Res/Audio/Music/AudioClip_Music_Darkling.wav,audio,CC-BY,high,https://incompetech.com/music/royalty-free/full_list.php,A,"'Darkling' Kevin MacLeod (incompetech), ISRC USUAN1700050, CC BY - attribution required or paid no-attribution license; consider CC0 replacement. audio <20MB, <7min, <=48kHz; private upload; ID-verified quota 2000/30d",verified
Res/Audio/Music/AudioClip_Music_MorganaRides.wav,audio,CC-BY,high,https://incompetech.com/music/royalty-free/full_list.php,A,"'Morgana Rides' Kevin MacLeod (incompetech), ISRC USUAN1800010, CC BY - attribution required or paid no-attribution license; consider CC0 replacement. audio <20MB, <7min, <=48kHz; private upload; ID-verified quota 2000/30d",verified
Res/Audio/SFX/AudioClip_Click-Medium.wav,audio,Unity-EULA,low,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"SFX not covered by publisher disclosure (it names ThirdPartyResources/Audio only); no source located; treat as BizachiCode-original. embed only, no standalone redistribution; upload Restricted. audio <20MB, <7min, <=48kHz; private upload; ID-verified quota 2000/30d",unverified
Res/Audio/SFX/AudioClip_Click-Soft.wav,audio,Unity-EULA,low,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"SFX not covered by publisher disclosure (it names ThirdPartyResources/Audio only); no source located; treat as BizachiCode-original. embed only, no standalone redistribution; upload Restricted. audio <20MB, <7min, <=48kHz; private upload; ID-verified quota 2000/30d",unverified
Res/Audio/SFX/AudioClip_Click-Springy.wav,audio,Unity-EULA,low,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"SFX not covered by publisher disclosure (it names ThirdPartyResources/Audio only); no source located; treat as BizachiCode-original. embed only, no standalone redistribution; upload Restricted. audio <20MB, <7min, <=48kHz; private upload; ID-verified quota 2000/30d",unverified
Res/Audio/SFX/AudioClip_Click-Switch.wav,audio,Unity-EULA,low,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"SFX not covered by publisher disclosure (it names ThirdPartyResources/Audio only); no source located; treat as BizachiCode-original. embed only, no standalone redistribution; upload Restricted. audio <20MB, <7min, <=48kHz; private upload; ID-verified quota 2000/30d",unverified
Res/Audio/SFX/AudioClip_Click-Tap.wav,audio,Unity-EULA,low,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"SFX not covered by publisher disclosure (it names ThirdPartyResources/Audio only); no source located; treat as BizachiCode-original. embed only, no standalone redistribution; upload Restricted. audio <20MB, <7min, <=48kHz; private upload; ID-verified quota 2000/30d",unverified
Res/Audio/SFX/AudioClip_Error.wav,audio,Unity-EULA,low,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"SFX not covered by publisher disclosure (it names ThirdPartyResources/Audio only); no source located; treat as BizachiCode-original. embed only, no standalone redistribution; upload Restricted. audio <20MB, <7min, <=48kHz; private upload; ID-verified quota 2000/30d",unverified
Res/Audio/SFX/AudioClip_PotionDrop.wav,audio,Unity-EULA,low,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"SFX not covered by publisher disclosure (it names ThirdPartyResources/Audio only); no source located; treat as BizachiCode-original. embed only, no standalone redistribution; upload Restricted. audio <20MB, <7min, <=48kHz; private upload; ID-verified quota 2000/30d",unverified
Res/Audio/gameplay/AudioClip_generic-gethit.wav,audio,Unity-EULA,low,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"SFX not covered by publisher disclosure (it names ThirdPartyResources/Audio only); no source located; treat as BizachiCode-original. embed only, no standalone redistribution; upload Restricted. audio <20MB, <7min, <=48kHz; private upload; ID-verified quota 2000/30d",unverified
Res/CharacterEntity.prefab,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/CharacterFace/Eyes/Eye1/Eye1BG.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/CharacterFace/Eyes/Eye1/Eye1Full.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/CharacterFace/Eyes/Eye1/Eye1Iris.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/CharacterFace/Eyes/Eye1/Materials/ClosedL.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/CharacterFace/Eyes/Eye1/Materials/ClosedR.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/CharacterFace/Eyes/Eye1/Materials/Eye1IFull.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/CharacterFace/Eyes/Eye1/Materials/Eye1Iris.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/CharacterFace/Eyes/Eye1/Materials/EyeL.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/CharacterFace/Eyes/Eye1/Materials/EyeR 1.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/CharacterFace/Eyes/Eye1/Materials/EyeR 2.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/CharacterFace/Eyes/Eye1/Materials/EyeR.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/CharacterFace/Eyes/Eye2/Eye2.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/CharacterFace/Eyes/Eye2/F_EyeL 1.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/CharacterFace/Eyes/Eye2/F_EyeL 2.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/CharacterFace/Eyes/Eye2/FemaleEye1.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/CharacterFace/Mouths/Mouth1/Material/DefaultMouth 1.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/CharacterFace/Mouths/Mouth1/Material/DefaultMouth.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/CharacterFace/Mouths/Mouth1/Material/Mouth1.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/CharacterFace/Mouths/Mouth1/Mouth1.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/CharacterFace/Mouths/Mouth1/Mouth2.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/CharacterFace/Mouths/Mouth1/Mouth3.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/CharacterFace/Noses/Nose1/Materials/Nose1Material.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/CharacterFace/Noses/Nose1/Nose1.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/CharacterFace/Noses/Nose2/Nose2.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/CharacterFace/Noses/Nose2/Nose2Material.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Drops/CollectExp.prefab,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Drops/EXPDrop.prefab,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Drops/GoldDrop.prefab,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Drops/HealthDrop.prefab,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Drops/ShieldDrop.prefab,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/DaggerEffect/AdditiveScroll.shadergraph,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/DaggerEffect/Materials/Dag1.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/DaggerEffect/Materials/DagFire.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/DaggerEffect/Mesh/BulletMesh 1.fbx,mesh,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. ",n/a
Res/Effects/DaggerEffect/Mesh/BulletMesh 1.prefab,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/DaggerEffect/Mesh/Cone.fbx,mesh,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. ",n/a
Res/Effects/DaggerEffect/Mesh/Cone.prefab,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/DaggerEffect/Mesh/Materials/Material.001.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/DaggerEffect/Texture/FireLine.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/Effects/DaggerEffect/Texture/NoiseDag.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/Effects/DaggerEffect/Texture/NoiseDag2.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/Effects/Dash/DashEffect.prefab,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/Dash/Materials/Dash.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/Dash/Textures/dash.PNG,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/Effects/EmissiveUnlitMat/EmissiveUnlitMat.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/Gradients/Gradient.PNG,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/Effects/Gradients/GradientCenter.PNG,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/Effects/Gradients/GradientCenter2.PNG,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/Effects/Gradients/GradientCenter3.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/Effects/Gradients/Gradient_greyscale.PNG,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/Effects/Gradients/Vignette2.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/Effects/Poisons/Materials/EffectsPoison 1.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/Poisons/Materials/EffectsPoison.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/Shiny/Materials/BlackEffect.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/Shiny/Materials/FireEffect.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/Shiny/Materials/Square.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/Shiny/Materials/TrailLine.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/Shiny/Shiny.prefab,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/Shiny/Textures/EffectIcon.PNG,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/Effects/Shiny/Textures/Square.PNG,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/Effects/SimpleTrail/Materials/M_Trail.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/SimpleTrail/Prefabs/Trail.prefab,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/SimpleTrail/Textures/T_Trail_finger.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/Effects/Swirl/Materials/Swirl.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/Swirl/Swirl.prefab,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/Swirl/SwirlEffect.prefab,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/Swirl/SwirlEffect.shadergraph,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/Effects/Swirl/Textures/Swirl01.png,texture,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,B,"BizachiCode-original. embed only, no standalone redistribution; upload Restricted. texture <=1024px (Roblox downscales larger); OpenGL-normal convention if normal maps",n/a
Res/Effects/Sword/Materials/EffectIconDark.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
Res/FX/Aura/Materials/Glow_Mat.mat,other,Unity-EULA,high,https://www.codester.com/items/55926/bullethell-elemental-template-unity,rebuild,rebuilt natively in Roblox; nothing imported,n/a
